Unnamed: 0,Title,Poem,Poet,Tags,Primary_Tag,Random_Tag
122,"
                    The Pearl
                ","



MATTHEW xiii



I know the ways of learning; both the headAnd pipes that feed the press, and make it run;What reason hath from nature borrowed,Or of itself, like a good huswife, spunIn laws and policy; what the stars conspire,What willing nature speaks, what forc'd by fire;Both th'old discoveries and the new-found seas,The stock and surplus, cause and history;All these stand open, or I have the keys:
     Yet I love thee.I know the ways of honour; what maintainsThe quick returns of courtesy and wit;In vies of favours whether party gainsWhen glory swells the heart and moldeth itTo all expressions both of hand and eye,Which on the world a true-love-knot may tie,And bear the bundle wheresoe'er it goes;How many drams of spirit there must beTo sell my life unto my friends or foes:
     Yet I love thee.I know the ways of pleasure; the sweet strainsThe lullings and the relishes of it;The propositions of hot blood and brains;What mirth and music mean; what love and witHave done these twenty hundred years and more;I know the projects of unbridled store;My stuff is flesh, not brass; my senses live,And grumble oft that they have more in meThan he that curbs them, being but one to five:
     Yet I love thee.I know all these and have them in my hand;Therefore not seeled but with open eyesI fly to thee, and fully understandBoth the main sale and the commodities;And at what rate and price I have thy love,With all the circumstances that may move.Yet through the labyrinths, not my grovelling wit,But thy silk twist let down from heav'n to meDid both conduct and teach me how by it
     To climb to thee.
",George Herbert,"Love,Infatuation & Crushes,Romantic Love,Relationships,Religion,Christianity,Faith & Doubt,God & the Divine",Love,Relationships
79,"
                    November Becomes the Sky With Suppers for the Dead
                ","
I am standing outside
in Minnesota
ghost wind recalling
names in winter mist
The road smells
of dogs two days dead
White photographers talk in
the house of mainstream
media
I can’t articulate
the agony of Eagle Singer’s
children to them.
We celebrate the old
man while another
generation shoots
crushed and heated
prescriptions
sells baskets,
machinery,
the fixtures yet to be
installed in the house,
yet to be heated
by the tribal government,
for another night
stolen by the stupors
and the wondrous
pleasure of forget
everything medicines.
Back inside
Uncle Two Dogs rolls me
a smoke out of
organic American Spirit
I look to a last cup
of coffee.
The way home
fills with snow
our tracks
human and machine.
",Gordon Henry Jr.,"Living,Life Choices,Time & Brevity,Relationships,Family & Ancestors,Nature,Fall,Social Commentaries,History & Politics,Race & Ethnicity",Living,Relationships
98,"
                    Translation
                ","
We thought nothing of it, he says,though some came so close to where we slept.
I try to see him as a boy,
back in the Philippines, waking
to the sound of machine guns.
His family would spend their morningspreading a paste over the sores 
of the house’s thick walls.He tells how he touched 
points where bullets entered,his fingers, he says, disappeared into the holes,
as if inside there existed a space
where everything from this world could vanish.Here we could place the memory of my sister, 
his daughter, who died after a car wreck.Wedge her into the smoky path
                                                 & cover her in sunlight.The family next door is raking leaves in the yard.A father scolds his children for jumping
into large piles he arranged into a crescent moon.We cannot hear them from inside,
but I feel they are frightened as he grabs both of them
                                                            around the waist & spins.I wait for the ending to my father’s story,
but he is too busy smiling, as if enjoying the silenceof bullets frozen there in his mind.
",Jon Pineda,"Living,Parenthood,Sorrow & Grieving,The Mind,Relationships,Family & Ancestors,Social Commentaries,War & Conflict",Living,Relationships
1,"
                    Two Old Crows
                ","
Two old crows sat on a fence rail. Two old crows sat on a fence rail, Thinking of effect and cause, Of weeds and flowers, And nature's laws. One of them muttered, one of them stuttered, One of them stuttered, one of them muttered. Each of them thought far more than he uttered. One crow asked the other crow a riddle. One crow asked the other crow a riddle: The muttering crow Asked the stuttering crow, “Why does a bee have a sword to his fiddle? Why does a bee have a sword to his fiddle?” “Bee-cause,” said the other crow, “Bee-cause, B B B B B B B B B B B B B B B B-cause.” Just then a bee flew close to their rail:— “Buzzzzzzzzzzzzzzzzzz             zzzzzzzzz             zzzzzzzzzzzzzzz ZZZZZZZZ.” And those two black crows Turned pale, And away those crows did sail. Why? B B B B B B B B B B B B B B B-cause. B B B B B B B B B B B B B B B-cause. “Buzzzzzzzzzzzzzzzzzz             zzzzzzzzz             zzzzzzzzzzzzzzz ZZZZZZZZ.”
",Vachel Lindsay,"Relationships,Pets",Relationships,Relationships
138,"
                    Twenty Five Haiku
                ","
❖
A hundred red fire ants scouring, scouring the white peony
❖
Fallen plum blossoms return to the branch, you sleep, then
                 harden again
❖
Cuttlefish in my palm stiffens with rigor mortis, boy toys can't
                 love
❖
Neighbor's barn: grass mat, crickets, Blue Boy, trowel handle,
                 dress soaked in mud
❖
Iron-headed mace; double-studded halberd slice into emptiness
❖
O fierce Oghuz, tie me to two wild elephants, tear me in half
❖
O my swarthy herder, two-humped bactrian, drive me the long
 distance
 
❖
Forceps, tongs, bushi, whip, flanks, scabbard, stirrup, goads,

distaff, wither, awl 
❖
Black-eyed Susans, Queen Anne's lace, bounty of cyclamen,
mown paths erupt 
❖
Gaze at the charred hills, the woebegone kiosks, we are all
God's hussies 
❖
I have not fondled the emperor's lapdog, whose name is Black
Muzzle 
❖
Urge your horses into the mist-swilled Galilee, O sweet
                 Bedlamite
❖
Her Majesty's randying up the jewel stairs to find the pleasure
                 dome
❖
Ancient pond; the frog jumps in and in and in: the deep slap of
                 water
❖
The frog jumps into the ancient pond; she says, no, I am not
                 ready
❖
Coyote cooked his dead wife's vagina and fed it to his new wife
❖
I plucked out three white pubic hairs and they turned into
                 flying monkeys
❖
Let's do it on the antimacassar, on the antimacassar
❖
Little Red drew her teeny pistol from her basket and said ""eat
                 me""
❖
Chimera: Madame Pol Pot grafting a date tree onto a date tree
❖
His unworthy appendage, his mutinous henchman grazed my
                 pink cheeks
❖
He on top now changes to bottom, Goddess welcomes her
                 devotee
❖
Fish fish fowl fowl, mock me Mistress Bean Curd, I am both
                 duck and essence
❖
Don't touch him, bitch, we're engaged; and besides, he's
wearing my nipple ring 
❖
Sing sing little yellow blight rage rage against the dying of the
                 light
",Marilyn Chin,"Relationships,Social Commentaries,War & Conflict",Relationships,Relationships
169,"
                    Wākea’s Blue Teeth (a super bowl poem)
                ","
It’s not so easy to smash the compass.
To rely on the winds     the golden hum of
Herb Kane clouds navigating
the tips of these mountains.
It’s not so easy to modify the compass.
To apologize when your brothers
are spreading the sashimi
and churning the shoyu mustard.
It’s not so easy to ignore the compass
because it seems to have always been here
in all its sextant glory     pointing
distracting you from Wākea’s blue teeth nibbling Papa’s chest.
It’s not so easy     but it’s possible
to say “aloha, for now” to family and friends
pouring bags of ice into clean coolers
before the big show.
To walk past uncle’s squid lū‘au bubbling green,
to get in that car and drive, with nothing
but a fistful of quarters
for the library Xerox machine.
It’s possible     because when those books
slide across the counter and you walk
to an empty table     the compass begins to shake
and the needle is never the same    again.
With every turn of a Pacific page
you realize      pukas are being filled
or new ones      uncovered.
And the art of listening brings with it memories,
of the physics of his hips and hands     when you first saw him
cast that net     slicing the horizon.
The needle doesn’t like it when you flatten the cube
to discover your kūpuna were always
just around the corner    from where you sit      now.
And the halftime show hasn’t even started, yet.
The time it takes to get from the third million-dollar commercial
to the fifth     is equal to the time it takes to find the Kānaka Maoli name
of the land that raised you     buried under the pavements     under
the brand new      two-lane     fast food      drive-thru.
But what the compass really hates      what it’s really afraid of
is when you see the lo‘i in the same way that you see
that empty Sunday afternoon library     when you finally
see the moana in your kūpuna’s eye.
So now      when you return home and the cooler is empty
and the sashimi spiral is nearly gone   unfurl
those Xerox copies across the dining table     consoling
the cousins who lost money on the spread.
And as the compass repairs itself    as it always does
it will feel the sting when it finds you       tomorrow
with your back being warmed by the morning sun.
",Donovan Kūhiō Colleps,"Activities,Travels & Journeys,Relationships,Family & Ancestors,Social Commentaries,Race & Ethnicity",Activities,Relationships
85,"
                    During Wind and Rain
                ","
They sing their dearest songs—        He, she, all of them—yea,        Treble and tenor and bass,             And one to play;       With the candles mooning each face. . . .             Ah, no; the years O! How the sick leaves reel down in throngs!        They clear the creeping moss—        Elders and juniors—aye,        Making the pathways neat             And the garden gay;        And they build a shady seat. . . .             Ah, no; the years, the years, See, the white storm-birds wing across.        They are blithely breakfasting all—        Men and maidens—yea,        Under the summer tree,             With a glimpse of the bay,        While pet fowl come to the knee. . . .             Ah, no; the years O! And the rotten rose is ript from the wall.        They change to a high new house,        He, she, all of them—aye,        Clocks and carpets and chairs           On the lawn all day,        And brightest things that are theirs. . . .           Ah, no; the years, the years; Down their carved names the rain-drop ploughs.
",Thomas Hardy,"Relationships,Nature,Weather",Relationships,Relationships
76,"
                    Consequences
                ","
I. Of Choice
Despair is big with friends I love,
Hydrogen and burning jews.
I give them all the grief I have
But I tell them, friends, I choose, I choose,
Don’t make me say against my glands
Or how the world has treated me.
Though gay and modest give offense
And people grieve pretentiously,
More than I hoped to do, I do
And more than I deserve I get;
What little I attend, I know
And it argues order more than not.
My desperate friends, I want to tell
Them, you take too delicate offense
At the stench of time and man’s own smell,
It is only the smell of consequence.
II. Of Love
People love each other and the light
Of love gilds but doesn’t alter,
People don’t change one another, can scarcely
By taking will and thought add a little
Now and then to their own statures
Which, praise them, they do,
So that here we are in all our sizes
Flooded in the impartial daylight sometimes,
Spotted sometimes in a light we make ourselves,
Human, the beams of attention
Of social animals at their work
Which is loving; and sometimes all dark.
The only correction is
By you of you, by me of me.
People are worth looking at in this light
And if you listen what they are saying is,
Love me sun out there whoever you are,
Chasing me from bed in the morning,
Spooking me all day with shadow,
Surprising me whenever you fall;
Make me conspicuous as I go here,
Spotted by however many beams,
Now light, finally dark. I fear
There is meant to be a lot of darkness, ",William Meredith,"Living,Life Choices,Time & Brevity,Love,Realistic & Complicated,Relationships,Social Commentaries",Living,Relationships
154,"
                    Song: Why so pale and wan fond lover?
                ","
Why so pale and wan fond lover?       Prithee why so pale? Will, when looking well can’t move her,       Looking ill prevail?       Prithee why so pale? Why so dull and mute young sinner?       Prithee why so mute? Will, when speaking well can’t win her,       Saying nothing do’t?       Prithee why so mute? Quit, quit for shame, this will not move,       This cannot take her; If of herself she will not love,       Nothing can make her;       The devil take her.
",Sir John Suckling,"Love,Break-ups & Vexed Love,Classic Love,Infatuation & Crushes,Unrequited Love,Relationships",Love,Relationships
17,"
                    Song of the Sea to the Shore
                ","
Unraveling velvet, wave after wave, driven  by wind, unwinding by storm, by gravity thrown—  however, heaving to reach you, to find you, I've striven  undulant, erosive, blown—  or lying flat as glass for your falling clear  down: I can't swallow you. So why  have I felt I've reached you—as two reflected stars,  surfaced, lie near—as if the sky's  close element is one in me, where starfish  cleave to stones—if you're so far?  I've touched you, I know, but my rush        subsides; our meetings only leave desire's  fleeting trace. Every place I touch you  changes shape. Shore, lie down—  undo. I'll fill your thirsty bones with blue.  I'll flood your every cave and we'll be one.
",Robert Fanning,"Love,Desire,Romantic Love,Relationships,Nature,Seas, Rivers, & Streams",Love,Relationships
150,"
                    Floating Sweet Dumpling
                ","
My body is powdery white and round
I sink and bob like a mountain in a pond
The hand that kneads me is hard and rough
You can't destroy my true red heart
",Ho Xuan Huong,"The Body,Love,Desire,Relationships,Nature",The Body,Relationships
85,"
                    Never Mind
                ","
Never mind the pins
And needles I am on.
Let all the other instruments
Of torture have their way.
While air-conditioners
Freeze my coffee
I watch the toaster
Eating my toast.
Did I press the right
Buttons on all these
Buttonless surfaces
Daring me to press them?
Did you gasp on seeing what
The mailman just brought?
 
Will the fellow I saw pedaling
Across the bridge live long
After losing his left leg,
His penis, and his bike
To fearlessness?
Will his sad wife find
Consolation with the
Computer wizard called in
Last year to deal with glitches?
 
Did you defuse the boys’
Bomb before your house
Was under water, same
As everything else?
Aunt Til grabbed her
Silver hand mirror
Before floating away.
The dog yelped constantly,
Tipping our canoe.
Silly dog.
",Dorothea Tanning,"Relationships,Home Life",Relationships,Relationships
175,"
                    Rock Biter
                ","
They look
Like Big
Strong hands
Don’t they?
But for some
They are eerily reminiscent
Of drunken stepfathers who didn’t listen
Abusive lovers
Who didn’t ask permission
Of bullies
Who never got to see the gold within
’Cause they were too busyfracking the aether out of Innocents
These Bronze Hands
Give people flashbacks of Brass Knuckles
Tall, dark, and sinister
Skip across their eyelids
Wary of their trinkets
These hands
Look like they would snatch their children out of the night
Fright
In the eyes of a stranger
Is hard to chisel away
So I choose to dispel the myths and preconceived notions
Not all giants from the ocean are created violent
Some of us
Dream of violin solos
While fumbling with a lack of nimble
Sometimes
These Big, Strong hands
Are too small to cradle all these broken dreams
I hold them too close, I suppose
The pitter-patter of shattered hopes on tattered heart-strings
Are a practiced tune
These fingers sing
Sometimes
They make me a target
So many Napoléons
Want their volley to knock the nose off the sphinx
So I meandered to the metamorphosis of these metacarpals into mandible
munchers and it made me malignant
They look
Like big ol’ meat mashers
don’t they
These boulders
Used to reduce mountains into molehills
But though they Once Were Warriors
These old soldiers gather moss now
They’ve seen enough violence for two lifetimes and have since retired
They beg forgiveness
For sinning against their brothers
And taking up arms against them
Nobody ever asks me what I see
’Cause to me
They look like blame the big kid
For defending himself against the antagonistic little shit
with the chip on his shoulder
They look like
These big digits won’t fit fingertip thimble kisses
They look like high-roller scapegoats
And tactile regret
I know
What they look like
But they are
Grandpa’s fissures filled with pride in combing my hair
They’re Grandma’s amethyst veins helping me cross cracked pavement
They’re dad’s throwing discus
My Uncle’s shooting hoops
My brothers playing music
Regardless of what they look like
My hands are Large
And Powerful
From a long line of love
With no time for the presumptionsOf Mice and Men
My hands
Were trained by Earth mothers
Who let ‘Ōlelo Hawai‘i roll thunder ’cross the valleys and echo from the
Cliffs
My granite palms
Are diamonds in the rough
Smooth enough to wipe away little streams from Northern Springs
And put pressure on cuts
To stop rivulets from leaking
My hands
Massage
Caress
Intertwine
And Heal
Move nimbly with knot work
They tremble and quake
They help me stand up straight
My hands can stand the heat
So that even while it’s still molten
They will help shape
The golden heart
Within the next
Mountain
",Tui Scanlan,"Living,The Body,Relationships,Family & Ancestors,Nature,Landscapes & Pastorals",Living,Relationships
193,"
                    Still I Rise
                ","
You may write me down in history
With your bitter, twisted lies,
You may trod me in the very dirt
But still, like dust, I'll rise.
Does my sassiness upset you?
Why are you beset with gloom?
’Cause I walk like I've got oil wells
Pumping in my living room.
Just like moons and like suns,
With the certainty of tides,
Just like hopes springing high,
Still I'll rise.
Did you want to see me broken?
Bowed head and lowered eyes?
Shoulders falling down like teardrops,
Weakened by my soulful cries?
Does my haughtiness offend you?
Don't you take it awful hard
’Cause I laugh like I've got gold mines
Diggin’ in my own backyard.
You may shoot me with your words,
You may cut me with your eyes,
You may kill me with your hatefulness,
But still, like air, I’ll rise.
Does my sexiness upset you?
Does it come as a surprise
That I dance like I've got diamonds
At the meeting of my thighs?
Out of the huts of history’s shame
I rise
Up from a past that’s rooted in pain
I rise
I'm a black ocean, leaping and wide,
Welling and swelling I bear in the tide.
Leaving behind nights of terror and fear
I rise
Into a daybreak that’s wondrously clear
I rise
Bringing the gifts that my ancestors gave,
I am the dream and the hope of the slave.
I rise
I rise
I rise.
",Maya Angelou,"Relationships,Family & Ancestors,Social Commentaries,Gender & Sexuality,History & Politics,Race & Ethnicity,Kwanzaa",Relationships,Relationships
194,"
                    Semblance: Screens
                ","
A moth lies open and lieslike an old bleached beech leaf,a lean-to between window frame and sill. Its death protects a collection of tinier deaths and other dirts beneath.Although the white paint is water-stained, on it death is dirt, and hapless.The just-severed tiger lily is drinking its glass of water, I hope.This hope is sere.This hope is severe.What you ruin ruins you, tooand so you hope for favor.I mean I do.The underside of a ladybug wanders the window. I wanderthe continent, my undercarriage not as evident,so go more perilously, it seems to me.But I am only me; to you it seems clearI mean to disappear, and am meanand project on you some ancient fear.If I were a bug, I hope I wouldn’t bethis giant winged thing, spindly like a crane fly,skinny-legged like me, kissing the cold ceiling, fumbling for the face of the other, seeking.It came in with me last night when I turned on the light.I lay awake, afraid it would touch my face.It wants out. I want out, too.",Liz Waldner,"Relationships,Men & Women,Nature,Animals,Religion,Faith & Doubt",Relationships,Relationships
180,"
                    The Second Sex
                ","
After the first sex, there is no other.I stick my gender in a blenderand click send. Voilà! Your new ex-girlfriend.You cuckold me with your husband.I move a box with Ludacris.The captain turns on, we begin our descent.Be gentle with me, I’m new to this.I say the wrong thing. I have OCD.My obsessive compulsions are disorderly.I say the wrong thing, did I already say?I drive my dominatrix away.The coyote drives her in a false-bottomed van.He drops her in the desert. The bluffs are tan.She’ll get a job at Chili’s picking up butts.I feel ya, Ophelia, I say to my nuts.And there is pansies. That’s for thoughts.
",Michael Robbins,"Living,The Body,The Mind,Relationships,Men & Women",Living,Relationships
5,"
                    Satan Says
                ","
I am locked in a little cedar box
with a picture of shepherds pasted onto
the central panel between carvings.
The box stands on curved legs.
It has a gold, heart-shaped lock
and no key. I am trying to write my
way out of the closed box
redolent of cedar. Satan
comes to me in the locked box
and says, I’ll get you out. SayMy father is a shit. I say
my father is a shit and Satan
laughs and says, It’s opening.Say your mother is a pimp.
My mother is a pimp. Something
opens and breaks when I say that.
My spine uncurls in the cedar box
like the pink back of the ballerina pin
with a ruby eye, resting beside me on
satin in the cedar box.Say shit, say death, say fuck the father,
Satan says, down my ear.
The pain of the locked past buzzes
in the child’s box on her bureau, under
the terrible round pond eye
etched around with roses, where
self-loathing gazed at sorrow.
Shit. Death. Fuck the father.
Something opens. Satan saysDon’t you feel a lot better?
Light seems to break on the delicate
edelweiss pin, carved in two
colors of wood. I love him too,
you know, I say to Satan dark
in the locked box. I love them but
I’m trying to say what happened to us
in the lost past. Of course, he says
and smiles, of course. Now say: torture. 
I see, through blackness soaked in cedar,
the edge of a large hinge open.Say: the father’s cock, the mother’scunt, says Satan, I’ll get you out.
The angle of the hinge widens
until I see the outlines of
the time before I was, when they were
locked in the bed. When I say
the magic words, Cock, Cunt,
Satan softly says, Come out.
But the air around the opening
is heavy and thick as hot smoke.Come in, he says, and I feel his voice
breathing from the opening.
The exit is through Satan’s mouth.Come in my mouth, he says, you’re therealready, and the huge hinge
begins to close. Oh no, I loved
them, too, I brace
my body tight
in the cedar house.
Satan sucks himself out the keyhole.
I’m left locked in the box, he seals
the heart-shaped lock with the wax of his tongue.It’s your coffin now, Satan says.
I hardly hear;
I am warming my cold
hands at the dancer’s
ruby eye—
the fire, the suddenly discovered knowledge of love.
",Sharon Olds,"Relationships,Family & Ancestors",Relationships,Relationships
91,"
                    Happy Hour
                ","
The gregarious dark is shifting
when she puts her second drink,
the free one, half on the coaster.
The tipped wine poised at the brim
is the beginning of the bad girl
she’ll promise never to be again
tomorrow, who can taunt him now
to prove he doesn’t love her
and never could: her hand slides
up his thigh until he tenses—
‘My little prig, don’t you want
to fuck me?’ the bad girl
she couldn’t be at home, his wife on ice.
All he can do is smile back
as though she’s made a harmless
good-natured joke, and struggle
not to look around to see
who’s heard, who’s watching. He wants
to smash the wine glass in her face
so he can know for once
exactly what he’s done wrong;
but he places it instead
back safely on the coaster
quickly before she sees.
Never cautious enough, he is prepared
even if she knocks it over
to go down on his hands and knees
and wipe it up, kind and forgiving.
In all ways careful to acquit himself
so that tomorrow when she says
she doesn’t deserve him, he’s too good,
he can believe her. Tomorrow
will be his happy hour. There won’t be
anything she wouldn’t do for him.
",Alan R. Shapiro,"Living,Marriage & Companionship,Love,Break-ups & Vexed Love,Realistic & Complicated,Activities,Eating & Drinking,Relationships",Living,Relationships
175,"
                    Blue Grace
                ","

                             crashes thru air
where Lady LSD hangs up all the floors of life for the last time
Blue Grace leans on white slime
Blue Grace weaves in & out of Lüneburg and ‘My Burial Vault’ undulates
from first hour peyote turnon
Diderot hand in hand with the Marquis de Sade
wraps himself up in a mexican serapé
at Constitution Hall, Philadelphia, 1930
Blue Grace turns into the Count of Saint-Germain
      who lives forever
            cutting up George Washington
dream of pyramid liquefactions from thighs of Versailles
Blue Grace intimidates Nevil Chamberlain
feels up Fillippo Marinetti
and other hysterics of the phallic rose
Blue Grace dressed up as automobile sperm
      My Claw of the future
      and the almond rose Rich the Vampire wears
                                            over the US Army
— flags !
    american flags !
                           flying like bats
           out of ‘ My Burial Vault ’ !
flood museums
                   where Robespierre’s murder is plotted
                                     — floated from Texcoco,
the Prince of Bogota caught redhanded
sniffing forty cans of Berlin ether !
                                      Hydrek ice blue teeth
                    impersonates, psycho-kinetically,
the resurrection of Blue Grace as prophetess of the anti-planet system
Blue Grace under dark glasses
getting out of one hundred white cars at once !
Cars of ectoplasmic tin-types
go to the juncture where Blue Grace Glass is raped
            at the Court of Miracles, Mexico City, 1959
Blue Grace undressed
reveals tattoo marks of Hamburg, sea & storm of
                                        Neptune-Pluto conjunction
Rumors of war
strafe the automation monster
walking to universal assassination
K & K and the russian poets
suck Blue Grace’s opulent morsels, back & front
The nicotine heaven of Bosch’s painting
emanates the thousand beauties of
            Christopher Maclaine’s tool box
of mechanical brass jewels
                                                  Man,
                                                  the marvel
                                                  of masturbation arts,
                                     intersects Blue Grace
              at World’s Finale Orgasm Electro-Physic Apocalypse !
I sing the beauty of bodily touch
with my muse, Blue Grace
 
Spring 1963
",Philip Lamantia,"Living,The Body,The Mind,Love,Desire,Activities,Travels & Journeys,Relationships,Arts & Sciences,Language & Linguistics,Painting & Sculpture,Social Commentaries,History & Politics,Popular Culture,War & Conflict",Living,Relationships
161,"
                    Fox
                ","
She knew what
she was and so
was capable
of anything
anyone
could imagine.
She loved what
she was, there
for the taking,
imagine.
She imagined
nothing.
She loved
nothing more
than what she had,
which was enough
for her,
which was more
than any man
could handle.
",Rita Dove,"Relationships,Men & Women,Social Commentaries,Gender & Sexuality",Relationships,Relationships
87,"
                    The Fight in the Meadow
                ","
The curtains part: it is a summer’s day. There a cow on a grassy slope watches as a bull charges an old aeroplane in a meadow. The bull is punching holes with its horns in the aeroplane’s fabric...
         Suddenly the aeroplane’s engine ignites; the meadow is dark blue smoke...
         The aeroplane shifts round and faces the charging bull.
         As the bull comes in the propeller takes off the end of its muzzle. The bloody nostrils, a ring through them, are flung to the grass with a shattered blossom of teeth.
         The bull, blood oozing from the stump of its face, backs off, and charges again. This time the propeller catches the bull behind its lower jaw and flings the head into a tree.
         The headless bull backs off once more, and then charges down again. The propeller beating at the headless bull, cutting the body away in a great halo of blood, until only the back legs are standing. These run widely away through the meadow in figure eights and zigzags, until at last they find the aeroplane again. And as they come running down the propeller whacks them apart.
         The legs, one with the tail still attached to it, the other somehow retaining both rectum and testicles, scamper off in opposite directions.
         The aeroplane turns away; the engine stops.
         The shadows are suddenly seen in lengthened form.
         The watching cow begins to low ...
",Russell Edson,"Living,Death,Relationships,Pets,Nature,Landscapes & Pastorals",Living,Relationships
24,"
                    i wanted to overthrow the government but all i brought down was somebody's wife
                ","
30 dogs, 20 men on 20 horses and one fox
and look here, they write,
you are a dupe for the state, the church,
you are in the ego-dream,
read your history, study the monetary system,
note that the racial war is 23,000 years old.
well, I remember 20 years ago, sitting with an old Jewish tailor,
his nose in the lamplight like a cannon sighted on the enemy; and
there was an Italian pharmacist who lived in an expensive apartment
in the best part of town; we plotted to overthrow
a tottering dynasty, the tailor sewing buttons on a vest,
the Italian poking his cigar in my eye, lighting me up,
a tottering dynasty myself, always drunk as possible,
well-read, starving, depressed, but actually
a good young piece of ass would have solved all my rancor,
but I didn’t know this; I listened to my Italian and my Jew
and I went out down dark alleys smoking borrowed cigarettes
and watching the backs of houses come down in flames,
but somewhere we missed: we were not men enough,
       large or small enough,
or we only wanted to talk or we were bored, so the anarchy
       fell through,
and the Jew died and the Italian grew angry because I stayed
       with his
wife when he went down to the pharmacy; he did not care to have
his personal government overthrown, and she overthrew easy, and
I had some guilt: the children were asleep in the other bedroom
but later I won $200 in a crap game and took a bus to New Orleans
and I stood on the corner listening to the music coming from bars
and then I went inside to the bars,
and I sat there thinking about the dead Jew,
how all he did was sew on buttons and talk,
and how he gave way although he was stronger than any of us
he gave way because his bladder would not go on,
and maybe that saved Wall Street and Manhattan
and the Church and Central Park West and Rome and the
Left Bank, but the pharmacist’s wife, she was nice,
she was tired of bombs under the pillow and hissing the Pope,
and she had a very nice figure, very good legs,
but I guess she felt as I: that the weakness was not Government
but Man, one at a time, that men were never as strong as
       their ideas
and that ideas were governments turned into men;
and so it began on a couch with a spilled martini
and it ended in the bedroom: desire, revolution,
nonsense ended, and the shades rattled in the wind,
rattled like sabers, cracked like cannon,
and 30 dogs, 20 men on 20 horses chased one fox
across the fields under the sun,
and I got out of bed and yawned and scratched my belly
and knew that soon      very soon      I would have to get
very drunk      again.
",Charles Bukowski,"Activities,Eating & Drinking,Relationships,Men & Women,Social Commentaries,History & Politics",Activities,Relationships
103,"
                    Girl of Lightning
                ","



The bodies seemed so much like sleeping children that working with them felt “almost more like a kidnapping than archaeological work,” Dr. Miremont said.
—New York Times, September 11, 2007



Thunder loves you,
mumbles charms to warm
you—folded cold body.
 
Lightning’s pity picks you,
licks a kiss, but what’s left
to wick?
 
Even direct hits miss—
no amount of flash and hiss
fires you. Inviolate virgin,
 
inflammable channel to Gods
long gone or gone underground,
ghost-gray flecks left in the rock
 
altar, your shelter for five centuries
where you huddled, red-painted
hair and wreathed with feathers.
 
Weave threads of your shawl—
not a shroud since you were live
when left for dead—weave cover
 
please, I beg your handlers.
Pull stitches so that wound closes
over your smoldered remains.
 
They say you clutch your mother’s hair,
strands in a bag sent up the mountain,
an introduction to the Gods
 
of Science, who read threaded
DNA to determine who you
were related to when human.
 
Not the crushed boy near you,
no brother he nor sister the girl,
bound away to sacred silence,
 
cased in plastic cased in glass.
Visitors point and justify the past:See what they did—child sacrifice.
 Fattened ’em up, drugged ’em—
Spanish violence, Christian influence,
border fences, all deserved because of her
 
wad of coca leaves and elaborate braids.
Lightning’s mark spares you display.
Singed cheek and blasted chest,
 
blackened flesh looks less asleep,
flashed back the fact you’re dead,
a charred mummy, so far gone even
 
Lightning’s longing couldn’t wake you.
Thunder won’t forget you, hums
a generator’s song in cooler vents
 
to your coiled form in cold storage—
song of your six years plus five centuries
come to this: doom, doom, doom.
 
Lightning still sighs: release, release, release.
",Heid E. Erdrich,"Relationships,Family & Ancestors,Social Commentaries,Race & Ethnicity",Relationships,Relationships
49,"
                    Dead Orchard
                ","



Raymond Radiguet



Like seven birds sleeping on the plateau
Overlooking the shipwreck of love, mystery
Of the drunken visitors wandering off
With your wife, men who talk with a bad accent,
The condemned the abandoned, one day of silence,
Two days of silence, dreams shattered and protected,
The more the blossoms the more you suffer.
",Frank Stanford,"Love,Relationships",Love,Relationships
32,"
from The Countesse of Montgomery’s Urania: “Love peruse me, seeke, and finde”
                ","
Love peruse me, seeke, and findeHow each corner of my minde            Is a twine            Woven to shine.Not a Webb ill made, foule fram’d,Bastard not by Father nam’d,            Such in me            Cannot bee.Deare behold me, you shall seeFaith the Hive, and love the Bee,            Which doe bring.            Gaine and sting.Pray desect me, sinewes, vaines,Hold, and loves life in those gaines;            Lying bare            To despaire,When you thus anotamiseAll my body, my heart prise;            Being true            Just to you.Close the Truncke, embalme the Chest,Where your power still shall rest,            Joy entombe,            Loves just doome.
",Lady Mary Wroth,"Love,Infatuation & Crushes,Realistic & Complicated,Romantic Love,Relationships",Love,Relationships
44,"
                    Family Dinner
                ","
My mother the hard boned
Chinese woman 23 years
in this country
without bothering to learn
its language
buys lean pork ribs
special order
at the Hop Sang in Chinatown
and cooks dinner
for an extended family
of twenty-five during holidays.
Seated loosely around
the dining table
trying to eat quietly
I am scrubbed down
to skin and bone,
her oldest daughter—
spineless, a headless snake
a woman grandfather says
who should have her tendons
lifted out slowly
by the steel point
of a darning needle
until she writhes.
To my mother
I'm useless
but dangerous,
capable of swallowing
the family whole
into my pelvis
while I sit
waiting for the boyfriend
white and forbidden
to touch our doorbell.
",Priscilla Lee,"Relationships,Family & Ancestors",Relationships,Relationships
